번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g),년도
6657,빵 또는 떡류,우리쌀을품은백설기,70,170.3,37.61,3.13,0,2.09,146.27,0,0,0,2012
6658,빵 또는 떡류,우리쌀을품은백설기,70,177.92,39.3,3.28,0,1.46,152.82,0,0,0,2017
6659,빵 또는 떡류,우리쌀토스트,70,191.83,33.65,4.71,4.04,1.35,275.96,0,2.09,0,2012
6660,빵 또는 떡류,우리쌀토스트,70,129.11,22.65,3.17,2.72,0.29,185.74,0,1.4,0,2017
6661,빵 또는 떡류,우리집 꿀호떡,70,171.23,34.46,3.23,2.8,15.08,150.77,0,1.4,0,2012
6662,빵 또는 떡류,우리집 꿀호떡,70,214.04,43.08,4.04,3.5,10.52,188.46,0,1.75,0,2017
6663,빵 또는 떡류,우리집 단팥야채호빵(단팥),70,249.85,51.69,6.46,2.37,14,215.38,0,1.08,0,2012
6664,빵 또는 떡류,우리집 단팥야채호빵(단팥),70,194.32,40.21,5.03,1.84,9.8,167.52,0,0.84,0,2017
6665,빵 또는 떡류,우리집 단팥야채호빵(야채),70,220.77,36.62,8.62,4.63,7.54,344.62,5.38,1.94,0,2012
6666,빵 또는 떡류,우리집 단팥야채호빵(야채),70,171.71,28.48,6.7,3.6,5.28,268.03,4.19,1.51,0,2017
6667,빵 또는 떡류,우리집 단팥호빵,70,249.85,51.69,6.46,2.37,14,215.38,0,1.08,0,2012
6668,빵 또는 떡류,우리집 단팥호빵,70,194.32,40.21,5.03,1.84,9.8,167.52,0,0.84,0,2017
6669,빵 또는 떡류,우리집꿀호떡호이호이,70,202.5,40,3.75,3.12,11.25,162.5,0,1.5,0,2012
6670,빵 또는 떡류,우리집꿀호떡호이호이,70,253.13,50,4.69,3.91,10.52,203.13,0,1.88,0,2017
6671,빵 또는 떡류,우리집땅콩소보루빵,70,236.92,40.92,4.31,6.46,14,226.15,5.37,2.8,0,2012
6672,빵 또는 떡류,우리집땅콩소보루빵,70,236.92,40.92,4.31,6.46,9.8,226.15,5.37,2.8,0,2017
6673,빵 또는 떡류,우리집야채호빵,70,220.77,36.62,8.62,4.63,7.54,344.62,5.38,1.94,0,2012
6674,빵 또는 떡류,우리집야채호빵,70,171.71,28.48,6.7,3.6,5.28,268.03,4.19,1.51,0,2017
6675,빵 또는 떡류,우리집피자호빵,70,226.15,36.62,8.62,5.38,7.54,420,5.38,2.58,0,2012
6676,빵 또는 떡류,우리집피자호빵,70,175.9,28.48,6.7,4.19,5.28,326.67,4.19,2.01,0,2017
6677,빵 또는 떡류,우아한 미니치즈스틱후레쉬팡,70,256.31,42,4.31,8.62,14,323.08,10.77,3.34,0,2012
6678,빵 또는 떡류,우아한 미니치즈스틱후레쉬팡,70,239.22,39.2,4.02,8.04,9.8,301.54,10.05,3.12,0,2017
6679,빵 또는 떡류,우유 카스텔라,70,194.44,38.89,3.89,2.57,26.44,62.22,101.11,0.78,0,2012
6680,빵 또는 떡류,우유 카스텔라,70,151.24,30.25,3.02,2,18.51,48.4,78.64,0.6,0,2017
6681,빵 또는 떡류,우유에 빠진 트위스트팡,70,229.69,34.27,3.65,8.75,10.21,182.29,10.94,3.65,0,2012
6682,빵 또는 떡류,우유에 빠진 트위스트팡,70,167.48,24.99,2.66,6.38,6.89,132.92,7.98,2.66,0,2017
6683,빵 또는 떡류,원물가득떡파이,70,257.64,47.4,2.11,6.62,27.85,185.89,0,3.14,0.22,2012
6684,빵 또는 떡류,원물가득떡파이,70,182.17,33.52,1.49,4.68,22.13,131.44,0,2.22,0.15,2017
6685,빵 또는 떡류,월병명가,70,247.69,46.31,4.31,5.38,21.54,21.54,0,0.65,0,2012
6686,빵 또는 떡류,월병명가,70,247.69,46.31,4.31,5.38,15.08,21.54,0,0.65,0,2017
6687,빵 또는 떡류,유산균이 들어있는 딸기샌드,70,199.5,32.2,3.5,6.3,6.3,252,0,2.87,0,2012
6688,빵 또는 떡류,유산균이 들어있는 딸기샌드,70,139.65,22.54,2.45,4.41,4.41,176.4,0,2.01,0,2017
6689,빵 또는 떡류,유산균이 들어있는 땅콩크림샌드,70,216.36,31.18,3.82,8.27,7.64,235.45,0,3.82,0,2012
6690,빵 또는 떡류,유산균이 들어있는 땅콩크림샌드,70,137.69,19.84,2.43,5.26,5.35,149.84,0,2.43,0,2017
6691,빵 또는 떡류,인도치킨커리호빵,70,207.85,34.46,8.62,4.31,7.54,258.46,16.15,1.62,0,2012
6692,빵 또는 떡류,인도치킨커리호빵,70,153.15,25.39,6.35,3.17,5.28,190.45,11.9,1.19,0,2017
6693,빵 또는 떡류,일곱가지 곡물식빵,70,210,33.25,7,5.25,4.38,315,18.38,2.19,0,2012
6694,빵 또는 떡류,일곱가지 곡물식빵,70,183.75,29.09,6.12,4.59,3.06,275.62,16.08,1.91,0,2017
6695,빵 또는 떡류,잡곡모닝빵,70,196,33.6,5.6,4.9,7,168,0,2.1,0,2012
6696,빵 또는 떡류,잡곡모닝빵,70,274.4,47.04,7.84,6.86,4.9,235.2,0,2.94,0,2017
6697,빵 또는 떡류,적고구마파이,70,238,28,2.8,12.6,8.4,168,28,9.8,0,2012
6698,빵 또는 떡류,적고구마파이,70,333.2,39.2,3.92,17.64,5.88,235.2,39.2,13.72,0,2017
6699,빵 또는 떡류,전원속으로 옥수수이야기,70,203.23,36.13,5.27,4.52,3.76,263.44,18.82,1.66,0,2012
6700,빵 또는 떡류,전원속으로 옥수수이야기,70,152.97,27.19,3.97,3.4,2.64,198.29,14.16,1.25,0,2017
6701,빵 또는 떡류,전원속으로 우유이야기,70,191.94,33.87,6.02,3.69,3.76,263.44,0.75,1.58,0,2012
6702,빵 또는 떡류,전원속으로 우유이야기,70,144.47,25.49,4.53,2.78,2.64,198.29,0.57,1.19,0,2017
6703,빵 또는 떡류,전원속으로 잡곡이야기,70,200,34.29,7.14,4.29,4.29,314.29,21.43,1.5,0,2012
6704,빵 또는 떡류,전원속으로 잡곡이야기,70,142.86,24.49,5.1,3.06,3,224.49,15.31,1.07,0,2017
6705,빵 또는 떡류,전원속으로 장단콩흑미식빵,70,195.26,35.37,5.89,3.46,4.42,265.26,18.42,1.55,0,2012
6706,빵 또는 떡류,전원속으로 장단콩흑미식빵,70,143.88,26.06,4.34,2.55,3.1,195.46,13.57,1.14,0,2017
6707,빵 또는 떡류,정통단팥빵,70,196,40.13,5.6,2.52,15.87,140,4.57,1.03,0,2012
6708,빵 또는 떡류,정통단팥빵,70,182.93,37.46,5.23,2.35,20.14,130.67,4.27,0.96,0,2017
6709,빵 또는 떡류,정통롤케익,70,285.38,47.38,5.38,8.62,28,113.08,91.54,3.66,0,2012
6710,빵 또는 떡류,정통롤케익,70,235.02,39.02,4.43,7.1,19.6,93.12,75.38,3.02,0,2017
6711,빵 또는 떡류,정통보름달,70,226.47,36.24,3.29,7.41,18.94,140,70,4.12,0,2012
6712,빵 또는 떡류,정통보름달,70,186.51,29.84,2.71,6.1,13.84,115.29,57.65,3.39,0,2017
6713,빵 또는 떡류,제빵의달인 땅콩호떡 호이호이,70,202,39,4,3.6,11,140,0,1.3,0,2012
6714,빵 또는 떡류,제빵의달인 땅콩호떡 호이호이,70,202,39,4,3.6,10.52,140,0,1.3,0,2017
6715,빵 또는 떡류,제빵의달인옛날소보루,70,241.11,38.89,3.89,8.56,14,178.89,3.89,3.66,0,2012
6716,빵 또는 떡류,제빵의달인옛날소보루,70,187.53,30.25,3.02,6.65,9.8,139.14,3.02,2.84,0,2017
6717,빵 또는 떡류,젤리처럼 촉촉한 롤케익,70,190.15,34.48,4.18,3.55,21.94,104.48,52.24,0.94,0,2012
6718,빵 또는 떡류,젤리처럼 촉촉한 롤케익,70,198.66,36.02,4.37,3.71,15.36,109.16,54.58,0.98,0,2017
6719,빵 또는 떡류,준현이의 단팥야채호빵(단팥),90,321.23,66.46,8.31,3.05,18,276.92,0,1.38,0,2012
6720,빵 또는 떡류,준현이의 단팥야채호빵(단팥),70,194.32,40.21,5.03,1.84,9.8,167.52,0,0.84,0,2017
6721,빵 또는 떡류,준현이의 단팥야채호빵(야채),90,283.85,47.08,11.08,5.95,9.69,443.08,6.92,2.49,0,2012
6722,빵 또는 떡류,준현이의 단팥야채호빵(야채),70,171.71,28.48,6.7,3.6,5.28,268.03,4.19,1.51,0,2017
6723,빵 또는 떡류,준현이의 단팥피자호빵 (피자),70,226.15,36.62,8.62,5.38,7.54,420,5.38,2.58,0,2012
6724,빵 또는 떡류,준현이의 단팥피자호빵 (피자),70,175.9,28.48,6.7,4.19,5.28,326.67,4.19,2.01,0,2017
6725,빵 또는 떡류,준현이의 단팥피자호빵(단팥),90,321.23,66.46,8.31,3.05,18,276.92,0,1.38,0,2012
6726,빵 또는 떡류,준현이의 단팥피자호빵(단팥),70,194.32,40.21,5.03,1.84,5.53,167.52,0,0.84,0,2017
6727,빵 또는 떡류,준현이의 단팥호빵,70,249.85,51.69,6.46,2.37,14,215.38,0,1.08,0,2012
6728,빵 또는 떡류,준현이의 단팥호빵,70,194.32,40.21,5.03,1.84,9.8,167.52,0,0.84,0,2017
6729,빵 또는 떡류,준현이의 통단팥호빵,70,249.85,51.69,6.46,2.69,20.46,258.46,0,2.26,0,2012
6730,빵 또는 떡류,준현이의 통단팥호빵,70,194.32,40.21,5.03,2.09,14.32,201.03,0,1.76,0,2017
6731,빵 또는 떡류,진한느낌치즈후레쉬팡,70,221.85,35.54,4.31,7.54,11.85,280,10.77,2.91,0,2012
6732,빵 또는 떡류,진한느낌치즈후레쉬팡,70,238.91,38.27,4.64,8.12,9.05,301.54,11.6,3.13,0,2017
6733,빵 또는 떡류,진한느낌후레쉬치즈팡,70,217.5,36,4,6,10,260,10,2.5,0,2012
6734,빵 또는 떡류,진한느낌후레쉬치즈팡,70,108.75,18,2,3,7,130,5,1.25,0,2017
6735,빵 또는 떡류,쫀득쫀득찰토스트,70,197.98,36.06,4.95,3.54,2.83,275.76,7.07,1.91,0.14,2012
6736,빵 또는 떡류,쫀득쫀득찰토스트,70,139.99,25.5,3.5,2.5,1.98,194.98,5,1.35,0.1,2017
6737,빵 또는 떡류,찰떡궁합 찰떡쿵 호떡쿵,70,285.38,54.92,5.38,5.06,24.77,140,0,2.37,0,2012
6738,빵 또는 떡류,찰떡궁합 찰떡쿵 호떡쿵,70,221.97,42.72,4.19,3.94,6.64,108.89,0,1.84,0,2017
6739,빵 또는 떡류,찰버블빵(오리온),70,283.85,39.2,7.28,11.55,32.55,88.31,2.51,2.8,0.04,2012
6740,빵 또는 떡류,찰버블빵(오리온),70,301.05,41.58,7.72,12.25,22.78,93.66,2.66,2.97,0.04,2017
6741,빵 또는 떡류,찰토스트,70,133.93,24.17,5.23,1.63,1.31,202.53,0,0.91,0,2017
6742,빵 또는 떡류,참쌀떡볶이떡,100,360,82,7,0.7,0,250,0,0,0,2012
6743,빵 또는 떡류,참쌀떡볶이떡,100,200,45.56,3.89,0.39,0,138.89,0,0,0,2017
6744,빵 또는 떡류,참쌀떡케익(크라운제과),70,270.89,49.89,2.35,6.88,24.16,82.82,0,3.44,0.08,2012
6745,빵 또는 떡류,참쌀떡케익(크라운제과),70,351.16,64.67,3.05,8.92,12.3,107.36,0,4.46,0.11,2017
6746,빵 또는 떡류,천연발효종을 넣어 29시간숙성 단팥앙금팡,70,333.85,52.77,7.54,11.85,19.38,215.38,26.92,4.85,0,2012
6747,빵 또는 떡류,천연발효종을 넣어 29시간숙성 단팥앙금팡,70,274.93,43.46,6.21,9.76,13.57,177.38,22.17,3.99,0,2017
6748,빵 또는 떡류,천연발효종을 넣어 48시간숙성 모카팡,70,247.69,38.77,4.31,8.62,15.08,183.08,21.54,3.98,0,2012
6749,빵 또는 떡류,천연발효종을 넣어 48시간숙성 모카팡,70,247.69,38.77,4.31,8.62,10.55,183.08,21.54,3.98,0,2017
6750,빵 또는 떡류,천연발효종을 넣어 48시간숙성 치즈팡,70,253.08,38.77,4.31,9.69,15.08,215.38,21.54,3.77,0,2012
6751,빵 또는 떡류,천연발효종을 넣어 48시간숙성 치즈팡,70,253.08,38.77,4.31,9.69,10.55,215.38,21.54,3.77,0,2017
6752,빵 또는 떡류,초코로코코,70,180.91,14.28,2.72,12.55,11.83,25.37,0,6.86,0,2013
6753,빵 또는 떡류,초코로코코,70,126.64,10,1.9,8.78,9.8,17.76,0,4.8,0,2017
6754,빵 또는 떡류,초코슈,70,192.5,17.5,2.33,15.17,19.83,52.5,29.17,7,0.93,2012
6755,빵 또는 떡류,초코슈,70,224.58,20.42,2.72,17.69,13.88,61.25,34.03,8.17,1.09,2017
6756,빵 또는 떡류,초코와소보루,70,234.71,36.24,3.29,9.06,14,140,4.12,4.04,0.4,2012
6757,빵 또는 떡류,초코와소보루,70,193.29,29.84,2.71,7.46,9.8,115.29,3.39,3.32,0.33,2017
6758,빵 또는 떡류,초코츄이스티,60,210.46,24,1.85,12.92,8.31,120,9.23,7.38,0,2012
6759,빵 또는 떡류,초코칩슈크림패스츄리,70,247.06,32.12,3.29,10.71,9.88,214.12,4.04,5.76,0,2012
6760,빵 또는 떡류,초코칩슈크림패스츄리,70,203.46,26.45,2.71,8.82,6.92,176.33,3.32,4.75,0,2017
6761,빵 또는 떡류,초코케익글레이즈드,70,232.17,32.67,3.5,11.67,14,256.67,0,7,0,2012
6762,빵 또는 떡류,초코케익글레이즈드,70,270.86,38.11,4.08,13.61,9.8,299.44,0,8.17,0,2017
6763,빵 또는 떡류,초코크림샌드,70,200,28,4,8,6,210,40,5,0,2012
6764,빵 또는 떡류,초코크림샌드,70,200,28,4,8,4.2,210,40,5,0,2017
6765,빵 또는 떡류,초코홀릭소프트,70,230.59,36.24,3.29,8.24,18.94,148.24,37.06,3.13,0,2012
6766,빵 또는 떡류,초코홀릭소프트,70,189.9,29.84,2.71,6.78,13.26,122.08,30.52,2.58,0,2017
6767,빵 또는 떡류,초콜릿 올드패션드,70,260,35,3,13,16,230,0,7,0,2012
6768,빵 또는 떡류,초콜릿 올드패션드,70,260,35,3,13,11.2,230,0,7,0,2017
6769,빵 또는 떡류,촉촉한 미니 밀크후레쉬팡,70,266,43.08,5.38,8.62,14,290.77,10.77,3.34,0,2012
6770,빵 또는 떡류,촉촉한 미니 밀크후레쉬팡,70,238.72,38.66,4.83,7.73,9.8,260.95,9.66,3,0,2017
6771,빵 또는 떡류,촉촉한 미니후레쉬밀크팡,70,285.38,46.31,5.38,8.62,15.08,312.31,10.77,3.66,0,2012
6772,빵 또는 떡류,촉촉한 미니후레쉬밀크팡,70,237.82,38.59,4.49,7.18,10.55,260.26,8.97,3.05,0,2017
6773,빵 또는 떡류,촉촉한 밀크스틱,70,301.54,43.08,5.38,12.92,15.08,269.23,10.77,5.17,0,2012
6774,빵 또는 떡류,촉촉한 밀크스틱,70,263.85,37.69,4.71,11.31,10.55,235.58,9.42,4.52,0,2017
6775,빵 또는 떡류,촉촉한 월넛메이플팡,70,285.38,39.85,5.38,11.85,12.92,280,37.69,4.74,0,2012
6776,빵 또는 떡류,촉촉한 월넛메이플팡,70,266.36,37.19,5.03,11.06,9.05,261.33,35.18,4.42,0,2017
6777,빵 또는 떡류,촉촉한 후레쉬팡 밀크,70,217.5,36,4,6,10,225,10,2.45,0,2012
6778,빵 또는 떡류,촉촉한 후레쉬팡 밀크,70,108.75,18,2,3,7,112.5,5,1.23,0,2017
6779,빵 또는 떡류,촉촉한 후레쉬팡 치즈,70,210,34.76,3.86,5.79,9.66,251.03,9.66,2.41,0,2012
6780,빵 또는 떡류,촉촉한 후레쉬팡 치즈,70,105,17.38,1.93,2.9,6.76,125.52,4.83,1.21,0,2017
6781,빵 또는 떡류,촉촉한치즈케익소프트,70,280,45.23,5.38,9.69,22.62,140,96.92,4.74,0,2012
6782,빵 또는 떡류,촉촉한치즈케익소프트,70,245,39.58,4.71,8.48,15.83,122.5,84.81,4.15,0,2017
6783,빵 또는 떡류,촉촉함에 빠진 밀크요팡,70,268.33,31.5,4.67,12.83,9.33,186.67,40.83,5.83,0,2012
6784,빵 또는 떡류,촉촉함에 빠진 밀크요팡,70,313.06,36.75,5.44,14.97,6.53,217.78,47.64,6.81,0,2017
6785,빵 또는 떡류,촉촉함에빠진시몬컵케익,70,181.81,37.92,3.89,1.46,21.39,145.83,43.75,0,0,2012
6786,빵 또는 떡류,촉촉함에빠진시몬컵케익,70,176.75,36.86,3.78,1.42,14.97,141.78,42.53,0,0,2017
6787,빵 또는 떡류,촉촉함에푹빠진 초코머핀,70,268.22,33.27,3.46,13.86,15.94,145.54,31.19,2.49,0,2012
6788,빵 또는 떡류,촉촉함에푹빠진 초코머핀,70,185.89,23.06,2.4,9.61,11.16,100.87,21.62,1.73,0,2017
6789,빵 또는 떡류,촉촉함에푹빠진 치즈머핀,70,267.52,31.88,3.46,13.86,15.94,152.48,31.19,2.56,0,2012
6790,빵 또는 떡류,촉촉함에푹빠진 치즈머핀,70,185.41,22.1,2.4,9.61,11.16,105.68,21.62,1.78,0,2017
6791,빵 또는 떡류,추억에 취하는 술빵 밤팥,70,157.65,34.7,3.04,0.49,8.52,219.13,0,0,0,2012
6792,빵 또는 떡류,추억에 취하는 술빵 밤팥,70,95.96,21.12,1.85,0.3,5.96,133.38,0,0,0,2017
6793,빵 또는 떡류,추억에 취하는 술빵 옥수수,70,158.87,35.3,3.04,0.37,14.61,170.43,0,0,0,2012
6794,빵 또는 떡류,추억에 취하는 술빵 옥수수,70,96.7,21.49,1.85,0.22,10.23,103.74,0,0,0,2017
6795,빵 또는 떡류,추억에 취하는 술빵 흑당호두,70,166.78,35.3,3.65,1.4,1.83,182.61,0,0,0,2012
6796,빵 또는 떡류,추억에 취하는 술빵 흑당호두,70,101.52,21.49,2.22,0.85,1.28,111.15,0,0,0,2017
6797,빵 또는 떡류,추억을품은밤맛만쥬,70,196.93,42,4.67,1.68,9.33,112,32.67,0.65,0,2012
6798,빵 또는 떡류,추억을품은밤맛만쥬,70,183.8,39.2,4.36,1.57,6.53,104.53,30.49,0.61,0,2017
6799,빵 또는 떡류,추억의 옛날 꿀호떡,70,198.75,40,3.75,2.62,11.25,162.5,0,1.25,0,2012
6800,빵 또는 떡류,추억의 옛날 꿀호떡,70,248.44,50,4.69,3.28,10.52,203.13,0,1.56,0,2017
6801,빵 또는 떡류,추억이담긴 보름달,70,210,38.89,4.44,3.78,18.89,144.44,44.44,1.56,0,2012
6802,빵 또는 떡류,추억이담긴 보름달,70,233.33,43.21,4.94,4.2,13.22,160.49,49.38,1.73,0,2017
6803,빵 또는 떡류,치아파타,70,217,44.92,5.83,2.28,0.58,420,0,0.35,0,2012
6804,빵 또는 떡류,치아파타,70,126.58,26.2,3.4,1.33,0.41,245,0,0.2,0,2017
6805,빵 또는 떡류,치즈떡볶이,100,174.21,30.76,4.89,3.51,1.45,477.58,0,0.52,0,2013
6806,빵 또는 떡류,치즈를 품은 골든볼,70,234.03,40.75,4.18,6.27,19.85,104.48,57.46,3.13,0,2012
6807,빵 또는 떡류,치즈를 품은 골든볼,70,244.51,42.57,4.37,6.55,13.9,109.16,60.04,3.28,0,2017
6808,빵 또는 떡류,치즈버터롤,70,210,38.66,4.18,3.76,9.4,271.64,5.22,1.78,0,2012
6809,빵 또는 떡류,치즈버터롤,70,219.4,40.39,4.37,3.93,6.58,283.81,5.46,1.86,0,2017
6810,빵 또는 떡류,치즈스팀케익,70,240.62,35,3.5,9.62,21.88,91.88,105,5.25,0,2012
6811,빵 또는 떡류,치즈스팀케익,70,151.9,24.5,3.43,4.41,9.31,98,0,2.45,0,2017
6812,빵 또는 떡류,치즈타르트,70,260,26,3,16,16,95,45,7,0.49,2012
6813,빵 또는 떡류,치즈타르트,70,260,26,3,16,11.2,95,45,7,0.49,2017
6814,빵 또는 떡류,치즈팡팡,70,218.75,35.88,4.38,6.12,9.62,262.5,8.75,2.54,0,2012
6815,빵 또는 떡류,치즈팡팡,70,191.41,31.39,3.83,5.36,9.19,229.69,7.66,2.22,0,2017
6816,빵 또는 떡류,치즈플러스팡,70,242.31,32.31,5.38,9.69,10.77,215.38,37.69,4.31,0,2012
6817,빵 또는 떡류,치즈플러스팡,70,260.95,34.79,5.8,10.44,7.54,231.95,40.59,4.64,0,2017
6818,빵 또는 떡류,치즈홀릭소프트,70,230.59,37.06,3.29,7.41,18.94,172.94,45.29,2.72,0,2012
6819,빵 또는 떡류,치즈홀릭소프트,70,189.9,30.52,2.71,6.1,13.26,142.42,37.3,2.24,0,2017
6820,빵 또는 떡류,치킨카레호빵,70,210,36.62,8.62,3.55,7.54,376.92,5.37,1.62,0,2012
6821,빵 또는 떡류,치킨카레호빵,70,163.33,28.48,6.7,2.76,5.28,293.16,4.18,1.26,0,2017
6822,빵 또는 떡류,카라멜이 향긋한 피오레팡,70,205.62,40.25,4.38,2.89,13.12,183.75,17.5,1.23,0,2012
6823,빵 또는 떡류,카라멜이 향긋한 피오레팡,70,179.92,35.22,3.83,2.53,9.19,160.78,15.31,1.07,0,2017
6824,빵 또는 떡류,카라멜향 가득한 눈꽃팡,70,220.77,35.54,4.31,7.54,16.15,150.77,21.54,3.34,0,2012
6825,빵 또는 떡류,카라멜향 가득한 눈꽃팡,70,257.56,41.46,5.03,8.79,11.31,175.9,25.13,3.89,0,2017
6826,빵 또는 떡류,카우페스트리,70,227.5,29.17,3.5,11.67,9.33,151.67,35,8.17,0,2012
6827,빵 또는 떡류,카우페스트리,70,265.42,34.03,4.08,13.61,6.53,176.94,40.83,9.53,0,2017
6828,빵 또는 떡류,카페.라즈베리무스케익,70,201.38,20.46,4.31,12.92,18.31,26.92,70,7.54,0.53,2012
6829,빵 또는 떡류,카페.라즈베리무스케익,70,201.38,20.46,4.31,12.92,12.81,26.92,70,7.54,0.53,2017
6830,빵 또는 떡류,카페.레어치즈케익,70,217.54,17.23,4.31,15.08,15.08,80.77,75.38,8.62,0.53,2012
6831,빵 또는 떡류,카페.레어치즈케익,70,253.79,20.1,5.03,17.59,10.55,94.23,87.95,10.05,0.62,2017
6832,빵 또는 떡류,카페.초코무스케익,70,225.08,21.54,4.31,14,21.54,32.31,113.08,8.62,0.53,2012
6833,빵 또는 떡류,카페.초코무스케익,70,242.39,23.2,4.64,15.08,15.08,34.79,121.77,9.28,0.57,2017
6834,빵 또는 떡류,카페.티라미스케익,70,221.85,19.38,5.38,14,18.31,48.46,140,8.62,0.53,2012
6835,빵 또는 떡류,카페.티라미스케익,70,221.85,19.38,5.38,14,12.81,48.46,140,8.62,0.53,2017
6836,빵 또는 떡류,커피츄이스티,70,252,26.92,2.15,16.15,9.69,150.77,10.77,8.62,0,2012
6837,빵 또는 떡류,커피츄이스티,70,294,31.41,2.51,18.85,6.79,175.9,12.56,10.05,0,2017
6838,빵 또는 떡류,커피향기 그윽한 모카롤팡,70,249.38,35,4.38,10.5,12.25,210,17.5,4.38,0,2012
6839,빵 또는 떡류,커피향기 그윽한 모카롤팡,70,218.2,30.62,3.83,9.19,8.57,183.75,15.31,3.83,0,2017
6840,빵 또는 떡류,케익 속에 리얼딸기,70,210,29.17,3.5,9.33,24.5,140,87.5,2.57,0,2012
6841,빵 또는 떡류,케익 속에 리얼딸기,70,245,34.03,4.08,10.89,17.15,163.33,102.08,2.99,0,2017
6842,빵 또는 떡류,케익속에 블루베리,70,177.69,23.69,3.23,8.62,19.38,129.23,80.77,2.26,0,2012
6843,빵 또는 떡류,케익속에 블루베리,70,226.15,30.15,4.11,10.97,13.57,164.48,102.8,2.88,0,2017
6844,빵 또는 떡류,코코넛파운드,70,296.47,30.47,3.29,18.12,18.12,49.41,82.35,13.18,0,2012
6845,빵 또는 떡류,코코넛파운드,70,244.15,25.09,2.71,14.92,12.68,40.69,67.82,10.85,0,2017
6846,빵 또는 떡류,코코스트로베리,70,150.71,12.93,2.2,10.02,11.41,23.03,0,4.46,0,2013
6847,빵 또는 떡류,코코스트로베리,70,105.49,9.05,1.54,7.01,9.8,16.12,0,3.12,0,2017
6848,빵 또는 떡류,콤비네이션피자,150,589.29,64.29,21.21,27.86,13.5,792.86,11.57,17.14,0,2017
6849,빵 또는 떡류,쿠키크런치,70,270.2,30.8,4.2,15.4,21,238,0,11.2,0,2012
6850,빵 또는 떡류,쿠키크런치,70,378.28,43.12,5.88,21.56,14.7,333.2,0,15.68,0,2017
6851,빵 또는 떡류,크림빵플러스,70,247.8,36.4,4.2,9.8,7,196,6.86,3.78,0,2012
6852,빵 또는 떡류,크림빵플러스,70,346.92,50.96,5.88,13.72,4.9,274.4,9.6,5.29,0,2017
6853,빵 또는 떡류,클래식 롤케익,70,226.15,35.54,4.31,6.46,20.46,120.62,59.23,2.58,0,2012
6854,빵 또는 떡류,클래식 롤케익,70,222.97,35.04,4.25,6.37,14.32,118.92,58.4,2.55,0,2017
6855,빵 또는 떡류,클래식요커트,100,180.11,18.26,3.64,10.28,15.07,10.08,0,4.77,0,2013
6856,빵 또는 떡류,클래식요커트,100,180.11,18.26,3.64,10.28,18.16,10.08,0,4.77,0,2017
6857,빵 또는 떡류,클래식카스테라골드,70,198.33,39.67,3.89,2.02,19.44,124.44,73.89,0.62,0,2012
6858,빵 또는 떡류,클래식카스테라골드,70,154.26,30.85,3.02,1.57,13.61,96.79,57.47,0.48,0,2017
6859,빵 또는 떡류,토니토니 쵸파의 럼블치즈볼,70,236.25,40.25,3.5,6.12,20.12,100.62,56.88,3.15,0,2012
6860,빵 또는 떡류,토니토니 쵸파의 럼블치즈볼,70,206.72,35.22,3.06,5.36,14.09,88.05,49.77,2.76,0,2017
6861,빵 또는 떡류,토니토니 쵸파의 촉촉한 치즈케익,70,263.85,42,4.31,8.62,20.46,129.23,80.77,2.58,0,2012
6862,빵 또는 떡류,토니토니 쵸파의 촉촉한 치즈케익,70,246.26,39.2,4.02,8.04,14.32,120.61,75.39,2.41,0,2017
6863,빵 또는 떡류,토니토니쵸파의초코팡팡,70,253.08,40.92,4.31,7.54,17.23,172.31,26.92,3.98,0,2012
6864,빵 또는 떡류,토니토니쵸파의초코팡팡,70,236.2,38.2,4.02,7.04,12.06,160.82,25.13,3.72,0,2017
6865,빵 또는 떡류,토스트를 위해 태어난 식빵,70,202.78,33.58,6.48,4.73,2.35,331.73,0,1.97,0,2013
6866,빵 또는 떡류,토스트를 위해 태어난 식빵,70,141.95,23.5,4.54,3.31,1.55,232.21,0,1.38,0,2017
6867,빵 또는 떡류,토스트식빵,70,189,33.6,7,3.01,2.1,336,7,1.26,0,2012
6868,빵 또는 떡류,토스트식빵,70,132.3,23.52,4.9,2.11,2.1,235.2,4.9,0.88,0,2017
6869,빵 또는 떡류,토스트앤샌드위치식빵,70,180,34.44,4.44,2.33,3.33,311.11,0,1,0,2012
6870,빵 또는 떡류,토스트앤샌드위치식빵,70,200,38.27,4.94,2.59,1.55,345.68,0,1.11,0,2017
6871,빵 또는 떡류,통단팥호빵,70,249.85,51.69,6.46,2.69,20.46,258.46,0,2.26,0,2012
